timestamp,source_ip,destination_ip,port,protocol,failed_attempts,bytes_sent,event_type,severity,protocol_encoded,event_encoded,severity_encoded,base_risk,failed_attempt_risk,port_risk,risk_score,risk_level,anomaly,ip_reputation,mitre_attack,country,device_type,username,hour_of_day,activity_count
2026-06-02 08:32:46.602511,192.168.177.99,10.0.240.36,80,TCP,6,2243,Malware Alert,Critical,0,2,0,95,12,5,100,High,1,Unknown,T1204 User Execution,Brazil,Linux,alice,8,990
2026-06-02 08:33:46.602511,192.168.224.37,10.0.12.113,3389,TCP,2,5068,Successful Login,Low,0,4,2,20,4,25,49,Medium,1,Unknown,Normal Activity,India,Windows,admin,8,973
2026-06-02 08:34:46.602511,192.168.17.113,10.0.62.84,22,UDP,12,798,Successful Login,Low,1,4,2,20,24,20,64,Medium,1,Unknown,Normal Activity,USA,Windows,service_account,8,1013
2026-06-02 08:35:46.602511,192.168.177.100,10.0.140.189,22,TCP,11,4460,Malware Alert,Critical,0,2,0,95,22,20,100,High,1,Unknown,T1204 User Execution,USA,Linux,guest,8,1006
2026-06-02 08:36:46.602511,192.168.206.223,10.0.128.52,443,UDP,14,8435,Unauthorized Access,Critical,1,5,0,95,28,5,100,High,1,Unknown,T1078 Valid Accounts,Brazil,MacOS,service_account,8,1013
2026-06-02 08:37:46.602511,192.168.69.99,10.0.140.25,8080,TCP,3,3736,Brute Force Attempt,High,0,0,1,80,6,10,96,High,1,Unknown,T1110 Brute Force,USA,Linux,alice,8,990
2026-06-02 08:38:46.602511,192.168.39.109,10.0.181.42,80,TCP,13,4829,Failed Login,Medium,0,1,3,50,26,5,81,High,1,Unknown,T1110 Brute Force,USA,Windows,guest,8,1006
2026-06-02 08:39:46.602511,192.168.163.215,10.0.221.235,443,UDP,14,6831,Brute Force Attempt,High,1,0,1,80,28,5,100,High,1,Unknown,T1110 Brute Force,Russia,MacOS,alice,8,990
2026-06-02 08:40:46.602511,192.168.74.186,10.0.236.145,3389,UDP,6,5393,Failed Login,Medium,1,1,3,50,12,25,87,High,1,Unknown,T1110 Brute Force,USA,MacOS,service_account,8,1013
2026-06-02 08:41:46.602511,192.168.168.170,10.0.137.178,443,UDP,1,1640,Brute Force Attempt,High,1,0,1,80,2,5,87,High,1,Unknown,T1110 Brute Force,Russia,Windows,alice,8,990
2026-06-02 08:42:46.602511,192.168.165.166,10.0.83.136,3389,TCP,19,9972,Brute Force Attempt,High,0,0,1,80,38,25,100,High,-1,Unknown,T1110 Brute Force,India,Windows,alice,8,990
2026-06-02 08:43:46.602511,192.168.45.132,10.0.36.70,8080,TCP,18,6688,Failed Login,Medium,0,1,3,50,36,10,96,High,1,Unknown,T1110 Brute Force,China,Linux,alice,8,990
2026-06-02 08:44:46.602511,192.168.182.167,10.0.91.202,80,TCP,6,4368,Unauthorized Access,Critical,0,5,0,95,12,5,100,High,1,Unknown,T1078 Valid Accounts,China,Windows,john,8,1018
2026-06-02 08:45:46.602511,192.168.242.220,10.0.126.58,8080,UDP,7,9186,Brute Force Attempt,High,1,0,1,80,14,10,100,High,1,Unknown,T1110 Brute Force,China,MacOS,john,8,1018
2026-06-02 08:46:46.602511,192.168.167.1,10.0.131.205,8080,UDP,16,7676,Failed Login,Medium,1,1,3,50,32,10,92,High,1,Unknown,T1110 Brute Force,Russia,Linux,guest,8,1006
2026-06-02 08:47:46.602511,192.168.166.117,10.0.134.58,8080,TCP,12,1952,Failed Login,Medium,0,1,3,50,24,10,84,High,1,Unknown,T1110 Brute Force,Russia,Linux,alice,8,990
2026-06-02 08:48:46.602511,192.168.80.118,10.0.213.203,8080,TCP,3,9542,Brute Force Attempt,High,0,0,1,80,6,10,96,High,-1,Unknown,T1110 Brute Force,Russia,MacOS,alice,8,990
2026-06-02 08:49:46.602511,192.168.20.185,10.0.146.47,22,TCP,13,3586,Malware Alert,Critical,0,2,0,95,26,20,100,High,1,Unknown,T1204 User Execution,India,Windows,alice,8,990
2026-06-02 08:50:46.602511,192.168.117.54,10.0.118.3,22,TCP,11,1453,Failed Login,Medium,0,1,3,50,22,20,92,High,1,Unknown,T1110 Brute Force,Germany,Linux,john,8,1018
2026-06-02 08:51:46.602511,192.168.204.152,10.0.156.117,80,UDP,3,3819,Successful Login,Low,1,4,2,20,6,5,31,Medium,1,Unknown,Normal Activity,Russia,MacOS,service_account,8,1013
2026-06-02 08:52:46.602511,192.168.60.178,10.0.28.220,3389,TCP,3,3875,Port Scan,High,0,3,1,80,6,25,100,High,1,Unknown,T1046 Network Service Discovery,Russia,MacOS,alice,8,990
2026-06-02 08:53:46.602511,192.168.246.191,10.0.145.201,22,TCP,19,2879,Malware Alert,Critical,0,2,0,95,38,20,100,High,1,Unknown,T1204 User Execution,China,MacOS,admin,8,973
2026-06-02 08:54:46.602511,192.168.141.46,10.0.35.253,80,TCP,4,1938,Brute Force Attempt,High,0,0,1,80,8,5,93,High,1,Unknown,T1110 Brute Force,Brazil,Windows,guest,8,1006
2026-06-02 08:55:46.602511,192.168.194.10,10.0.56.30,80,TCP,12,5224,Failed Login,Medium,0,1,3,50,24,5,79,High,1,Unknown,T1110 Brute Force,USA,Windows,john,8,1018
2026-06-02 08:56:46.602511,192.168.118.65,10.0.146.224,22,TCP,16,4100,Failed Login,Medium,0,1,3,50,32,20,100,High,1,Unknown,T1110 Brute Force,USA,Windows,service_account,8,1013
2026-06-02 08:57:46.602511,192.168.105.99,10.0.129.149,8080,TCP,4,9960,Port Scan,High,0,3,1,80,8,10,98,High,1,Unknown,T1046 Network Service Discovery,India,Windows,admin,8,973
2026-06-02 08:58:46.602511,192.168.3.181,10.0.23.229,3389,TCP,9,4278,Successful Login,Low,0,4,2,20,18,25,63,Medium,1,Unknown,Normal Activity,USA,MacOS,alice,8,990
2026-06-02 08:59:46.602511,192.168.85.78,10.0.201.110,22,TCP,12,816,Failed Login,Medium,0,1,3,50,24,20,94,High,1,Unknown,T1110 Brute Force,Germany,Linux,john,8,1018
2026-06-02 09:00:46.602511,192.168.190.193,10.0.113.232,80,UDP,7,9866,Unauthorized Access,Critical,1,5,0,95,14,5,100,High,1,Unknown,T1078 Valid Accounts,China,MacOS,alice,9,990
2026-06-02 09:01:46.602511,192.168.250.162,10.0.182.118,443,TCP,17,4463,Port Scan,High,0,3,1,80,34,5,100,High,1,Unknown,T1046 Network Service Discovery,India,Linux,guest,9,1006
2026-06-02 09:02:46.602511,192.168.54.236,10.0.133.222,443,TCP,16,4819,Failed Login,Medium,0,1,3,50,32,5,87,High,1,Unknown,T1110 Brute Force,USA,Linux,john,9,1018
2026-06-02 09:03:46.602511,192.168.85.142,10.0.66.75,443,TCP,5,6981,Brute Force Attempt,High,0,0,1,80,10,5,95,High,1,Unknown,T1110 Brute Force,USA,Linux,admin,9,973
2026-06-02 09:04:46.602511,192.168.50.98,10.0.82.30,443,TCP,1,1431,Successful Login,Low,0,4,2,20,2,5,27,Low,1,Unknown,Normal Activity,Brazil,Windows,service_account,9,1013
2026-06-02 09:05:46.602511,192.168.166.225,10.0.216.79,8080,UDP,9,7830,Failed Login,Medium,1,1,3,50,18,10,78,High,1,Unknown,T1110 Brute Force,China,MacOS,service_account,9,1013
2026-06-02 09:06:46.602511,192.168.133.29,10.0.132.138,22,UDP,16,3679,Failed Login,Medium,1,1,3,50,32,20,100,High,1,Unknown,T1110 Brute Force,India,Linux,guest,9,1006
2026-06-02 09:07:46.602511,192.168.216.69,10.0.34.6,3389,UDP,12,6369,Unauthorized Access,Critical,1,5,0,95,24,25,100,High,1,Unknown,T1078 Valid Accounts,China,MacOS,service_account,9,1013
2026-06-02 09:08:46.602511,192.168.43.240,10.0.203.115,22,TCP,15,6338,Malware Alert,Critical,0,2,0,95,30,20,100,High,1,Unknown,T1204 User Execution,India,Windows,service_account,9,1013
2026-06-02 09:09:46.602511,192.168.118.144,10.0.8.132,8080,UDP,2,1987,Malware Alert,Critical,1,2,0,95,4,10,100,High,1,Unknown,T1204 User Execution,USA,Linux,guest,9,1006
2026-06-02 09:10:46.602511,192.168.155.93,10.0.160.178,3389,UDP,18,7670,Malware Alert,Critical,1,2,0,95,36,25,100,High,1,Unknown,T1204 User Execution,China,Windows,admin,9,973
2026-06-02 09:11:46.602511,192.168.5.210,10.0.92.170,3389,UDP,5,6476,Brute Force Attempt,High,1,0,1,80,10,25,100,High,1,Unknown,T1110 Brute Force,China,Windows,john,9,1018
2026-06-02 09:12:46.602511,192.168.90.46,10.0.34.177,80,TCP,8,7037,Unauthorized Access,Critical,0,5,0,95,16,5,100,High,1,Unknown,T1078 Valid Accounts,Germany,MacOS,john,9,1018
2026-06-02 09:13:46.602511,192.168.47.121,10.0.214.239,443,TCP,15,3744,Failed Login,Medium,0,1,3,50,30,5,85,High,1,Unknown,T1110 Brute Force,Brazil,Linux,guest,9,1006
2026-06-02 09:14:46.602511,192.168.26.36,10.0.1.8,22,TCP,19,402,Failed Login,Medium,0,1,3,50,38,20,100,High,1,Unknown,T1110 Brute Force,China,Windows,alice,9,990
2026-06-02 09:15:46.602511,192.168.14.218,10.0.28.215,80,TCP,13,5226,Successful Login,Low,0,4,2,20,26,5,51,Medium,1,Unknown,Normal Activity,India,MacOS,guest,9,1006
2026-06-02 09:16:46.602511,192.168.111.151,10.0.238.107,8080,TCP,17,7773,Malware Alert,Critical,0,2,0,95,34,10,100,High,1,Unknown,T1204 User Execution,Germany,Linux,guest,9,1006
2026-06-02 09:17:46.602511,192.168.227.115,10.0.15.192,22,TCP,4,9005,Successful Login,Low,0,4,2,20,8,20,48,Medium,1,Unknown,Normal Activity,China,Linux,guest,9,1006
2026-06-02 09:18:46.602511,192.168.17.231,10.0.86.218,8080,TCP,16,3696,Failed Login,Medium,0,1,3,50,32,10,92,High,1,Unknown,T1110 Brute Force,China,Windows,guest,9,1006
2026-06-02 09:19:46.602511,192.168.25.68,10.0.138.67,22,TCP,17,6471,Unauthorized Access,Critical,0,5,0,95,34,20,100,High,1,Unknown,T1078 Valid Accounts,Germany,Windows,service_account,9,1013
2026-06-02 09:20:46.602511,192.168.34.111,10.0.8.168,22,UDP,18,2572,Successful Login,Low,1,4,2,20,36,20,76,High,1,Unknown,Normal Activity,USA,Windows,service_account,9,1013
2026-06-02 09:21:46.602511,192.168.6.180,10.0.26.64,80,TCP,12,3912,Brute Force Attempt,High,0,0,1,80,24,5,100,High,1,Unknown,T1110 Brute Force,China,Windows,admin,9,973
2026-06-02 09:22:46.602511,192.168.33.181,10.0.150.21,8080,UDP,10,3617,Failed Login,Medium,1,1,3,50,20,10,80,High,1,Unknown,T1110 Brute Force,Russia,Linux,guest,9,1006
2026-06-02 09:23:46.602511,192.168.94.95,10.0.152.55,22,TCP,2,8534,Successful Login,Low,0,4,2,20,4,20,44,Medium,1,Unknown,Normal Activity,Brazil,Windows,john,9,1018
2026-06-02 09:24:46.602511,192.168.36.152,10.0.223.6,80,UDP,10,8295,Brute Force Attempt,High,1,0,1,80,20,5,100,High,1,Unknown,T1110 Brute Force,USA,Windows,alice,9,990
2026-06-02 09:25:46.602511,192.168.118.113,10.0.94.248,443,UDP,1,946,Successful Login,Low,1,4,2,20,2,5,27,Low,1,Unknown,Normal Activity,China,Windows,service_account,9,1013
2026-06-02 09:26:46.602511,192.168.136.26,10.0.179.173,8080,TCP,5,9433,Malware Alert,Critical,0,2,0,95,10,10,100,High,1,Unknown,T1204 User Execution,USA,Linux,john,9,1018
2026-06-02 09:27:46.602511,192.168.19.212,10.0.225.20,22,UDP,14,2148,Unauthorized Access,Critical,1,5,0,95,28,20,100,High,1,Unknown,T1078 Valid Accounts,India,MacOS,service_account,9,1013
2026-06-02 09:28:46.602511,192.168.142.64,10.0.38.37,443,TCP,3,7088,Port Scan,High,0,3,1,80,6,5,91,High,1,Unknown,T1046 Network Service Discovery,USA,MacOS,admin,9,973
2026-06-02 09:29:46.602511,192.168.3.161,10.0.134.178,80,TCP,9,2319,Malware Alert,Critical,0,2,0,95,18,5,100,High,1,Unknown,T1204 User Execution,Germany,Linux,alice,9,990
2026-06-02 09:30:46.602511,192.168.13.168,10.0.130.84,22,TCP,4,2932,Port Scan,High,0,3,1,80,8,20,100,High,1,Unknown,T1046 Network Service Discovery,China,MacOS,service_account,9,1013
2026-06-02 09:31:46.602511,192.168.203.143,10.0.152.38,443,UDP,16,1704,Failed Login,Medium,1,1,3,50,32,5,87,High,1,Unknown,T1110 Brute Force,USA,Linux,alice,9,990
2026-06-02 09:32:46.602511,192.168.188.236,10.0.178.78,3389,UDP,10,5356,Successful Login,Low,1,4,2,20,20,25,65,Medium,1,Unknown,Normal Activity,Russia,Windows,alice,9,990
2026-06-02 09:33:46.602511,192.168.76.227,10.0.35.1,8080,UDP,7,9164,Port Scan,High,1,3,1,80,14,10,100,High,1,Unknown,T1046 Network Service Discovery,India,MacOS,john,9,1018
2026-06-02 09:34:46.602511,192.168.14.60,10.0.30.35,3389,TCP,4,2998,Brute Force Attempt,High,0,0,1,80,8,25,100,High,1,Unknown,T1110 Brute Force,India,Linux,service_account,9,1013
2026-06-02 09:35:46.602511,192.168.78.154,10.0.62.132,22,TCP,9,2236,Malware Alert,Critical,0,2,0,95,18,20,100,High,1,Unknown,T1204 User Execution,USA,Linux,alice,9,990
